inspect_model_name,task,task_args,prompt_schema,total_samples,accuracy,stderr,total_tokens,input_tokens,output_tokens,run_id,eval_start_time,eval_end_time,results_generated_time,filename,cot_scoring
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.7884615384615384,0.01133131601940576,840902,821578,19324,LERVAZFdwWPFfdYfX7VfWq,2024-11-05T11:28:57-05:00,2024-11-05T11:28:57-05:00,2025-01-28T12:15:27,2024-11-05T11-26-47-05-00_mmlu_NabMYJAdXwwYgAnJKZEhAS.json,False
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.813076923076923,0.010816648141200494,851534,831950,19584,Ha8o7h5mQj6ZYUGCphj7L6,2024-11-05T11:40:38-05:00,2024-11-05T11:40:38-05:00,2025-01-28T12:15:27,2024-11-05T11-38-31-05-00_mmlu_7GzDYfx55xE6vofGBs9Vwx.json,False
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.7938461538461539,0.011224301342329506,834898,815424,19474,UztV6tUR7MJdRfh9QLg4eg,2024-11-05T11:31:14-05:00,2024-11-05T11:31:14-05:00,2025-01-28T12:15:27,2024-11-05T11-29-08-05-00_mmlu_3PTLfYXDSPsDNWMFcwPsFy.json,False
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.7907692307692308,0.011285819016963568,840016,820568,19448,W5bguGmQ95FmzS9u5qVSBE,2024-11-05T11:19:25-05:00,2024-11-05T11:19:25-05:00,2025-01-28T12:15:27,2024-11-05T11-17-14-05-00_mmlu_S3tAgk5utLUVhRXSbiaCdx.json,False
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.7915384615384615,0.011270531702994153,846759,827509,19250,4Wduiu7ZbYwbtYSbB4mVcy,2024-11-05T11:35:58-05:00,2024-11-05T11:35:58-05:00,2025-01-28T12:15:27,2024-11-05T11-33-42-05-00_mmlu_h5QWLzn9jA5UUHKoYKoTyo.json,False
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.8053846153846154,0.010984636085716972,838854,819417,19437,adyf8zyvTw5fkrz5PRee6L,2024-11-05T11:24:05-05:00,2024-11-05T11:24:05-05:00,2025-01-28T12:15:27,2024-11-05T11-21-58-05-00_mmlu_NdvqC7mi56kgS2RNq7rb8t.json,False
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.8015384615384615,0.011066130428393307,847760,828034,19726,GA6hSMeGysVkb3fguRc2dU,2024-11-05T11:21:47-05:00,2024-11-05T11:21:47-05:00,2025-01-28T12:15:27,2024-11-05T11-19-36-05-00_mmlu_eTVw6Tw7ZGymAKMwfHM2CS.json,False
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.7984615384615384,0.011130159668265622,835996,816951,19045,EgsbhtxPEjVuL5ZCqm8reM,2024-11-05T11:33:30-05:00,2024-11-05T11:33:30-05:00,2025-01-28T12:15:28,2024-11-05T11-31-25-05-00_mmlu_jQ2h9gynNhn88kMedqd99H.json,False
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.8,0.01109827331235726,850737,831478,19259,HBQEhT9h7pwu5ms8weMgFj,2024-11-05T11:38:17-05:00,2024-11-05T11:38:17-05:00,2025-01-28T12:15:28,2024-11-05T11-36-07-05-00_mmlu_CWVqmrKy47HXj5iz4o4eTy.json,False
google/gemini-1.5-pro,mmlu,"{'subtasks': 'biology', 'split': 'test', 'n_shot': 5}",five_shot,1300,0.813076923076923,0.010816648141200494,841807,822150,19657,m6CJvskfcrCeJfcmP2YiDx,2024-11-05T11:26:36-05:00,2024-11-05T11:26:36-05:00,2025-01-28T12:15:28,2024-11-05T11-24-19-05-00_mmlu_fB9suqBjiweFUb9ArqmUff.json,False
