inspect_model_name,task,task_args,prompt_schema,total_samples,accuracy,stderr,total_tokens,input_tokens,output_tokens,run_id,eval_start_time,eval_end_time,results_generated_time,filename,cot_scoring
google/gemini-1.0-pro,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.704,0.02043534209189623,193597,192097,1500,AmFvVMHP2cvyjQKg7ybqFr,2025-01-21T16:26:06-05:00,2025-01-21T16:26:06-05:00,2025-01-28T12:07:26,2025-01-21T16-24-09-05-00_pubmedqa_48ysvCHdBWjhHqiSrNd69W.json,False
google/gemini-1.0-pro,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.71,0.020313179231745138,193597,192097,1500,Fi4HzsPSwD3iVwiLGxFGtP,2025-01-21T16:18:06-05:00,2025-01-21T16:18:06-05:00,2025-01-28T12:07:26,2025-01-21T16-16-08-05-00_pubmedqa_Md4GyLMDQsC9vpAJnV5N88.json,False
google/gemini-1.0-pro,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.708,0.020354375480530096,193597,192097,1500,TdZL7WRmuPbNm4dMg8bpsk,2025-01-21T16:22:12-05:00,2025-01-21T16:22:12-05:00,2025-01-28T12:07:26,2025-01-21T16-21-08-05-00_pubmedqa_9c57uxCgRZJVvAammVNoUt.json,False
google/gemini-1.0-pro,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.698,0.02055326917420912,193597,192097,1500,PJeLiwhUefBN3LTSfk9K23,2025-01-21T16:19:11-05:00,2025-01-21T16:19:11-05:00,2025-01-28T12:07:26,2025-01-21T16-18-08-05-00_pubmedqa_GJchR6VFNwpmLHPERi3nGt.json,False
google/gemini-1.0-pro,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.688,0.020740596536488017,193597,192097,1500,XErcGFntrRovhZ5WvvaMS8,2025-01-21T16:29:03-05:00,2025-01-21T16:29:03-05:00,2025-01-28T12:07:26,2025-01-21T16-27-10-05-00_pubmedqa_SWEeLqHa8UrSnEzaAKUzrt.json,False
google/gemini-1.0-pro,benchmarks/pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.704,0.02043534209189623,193597,192097,1500,TXW8YaFmrvTVAEoWaYfDEL,2024-09-19T16:58:39-04:00,2024-09-19T16:58:39-04:00,2025-01-28T12:07:26,2024-09-19T16-57-01-04-00_benchmarks-pubmedqa_C5NWmn3p9hGN2p46sNetf9.json,False
google/gemini-1.0-pro,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.696,0.02059164957122494,193597,192097,1500,PMMrnbjui5XH86ipCVZV7p,2025-01-21T16:27:09-05:00,2025-01-21T16:27:09-05:00,2025-01-28T12:07:26,2025-01-21T16-26-07-05-00_pubmedqa_KYy6B9sm5484cBCTNwVD5b.json,False
google/gemini-1.0-pro,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.712,0.020271503835075255,193597,192097,1500,Zty3YCGSzGQqFpYDFpUUAx,2025-01-21T16:24:08-05:00,2025-01-21T16:24:08-05:00,2025-01-28T12:07:26,2025-01-21T16-22-14-05-00_pubmedqa_H8Smn5VpmfzC4NgKCxfxJY.json,False
google/gemini-1.0-pro,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.698,0.02055326917420912,193597,192097,1500,KZpX34TijDhqGPeAxZh92x,2025-01-21T16:16:06-05:00,2025-01-21T16:16:06-05:00,2025-01-28T12:07:26,2025-01-21T16-14-45-05-00_pubmedqa_gLXwKNMRHKgy7UhBVa55rr.json,False
google/gemini-1.0-pro,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.696,0.02059164957122494,193595,192097,1498,Q4uuvUSApVRLJmPtBBHLVZ,2025-01-21T16:21:07-05:00,2025-01-21T16:21:07-05:00,2025-01-28T12:07:26,2025-01-21T16-19-12-05-00_pubmedqa_Gb2vkPGKqWnDVGnRj444F3.json,False
